year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 77.5,42.2,105.1
1951, 75,53.7,111.8
1952, 77.5,46.7,99.7
1953, 78.3,49.4,105.8
1954, 78.4,57.7,101.3
1955, 79.4,55.6,102.7
1956, 77.7,53.2,97.2
1957, 79.4,64,98.6
1958, 74.2,47.3,107.2
1959, 76.8,56.9,101.5
1960, 77.3,42.8,104.7
1961, 78.8,59.2,108.8
1962, 79.4,54.3,102.7
1963, 77.3,54.3,99.8
1964, 82.1,56.7,120.2
1965, 80.8,50.3,102.8
1966, 77.5,53.6,100.4
1967, 77.1,51.2,97.6
1968, 81.3,57.5,105.5
1969, 77.1,41.9,105.1
1970, 80.6,57.7,106.5
1971, 78.9,54.1,94.1
1972, 77,51.8,100.1
1973, 78.8,43.7,105.6
1974, 81.1,49,96.9
1975, 76,59.1,90.9
1976, 82.1,66.3,101.8
1977, 80.4,54.6,106.8
1978, 75.6,55,95.2
1979, 73.7,53,95.7
1980, 77.3,40.4,99
1981, 73.5,49.1,101.6
1982, 77.5,37.2,101.8
1983, 78.1,53.7,109.7
1984, 78.9,56.3,95
1985, 82.1,52.4,103.1
1986, 74.4,57.4,93.6
1987, 79.3,58.9,109.3
1988, 74.8,51.9,99.3
1989, 74.7,36.9,96.6
1990, 77,57,93
1991, 72.8,41.2,100.5
1992, 79.2,48.5,103
1993, 81.4,58.6,95.4
1994, 76.3,51.9,97.3
1995, 78.9,53.5,99.1
1996, 75.4,42.3,96.4
1997, 71.8,49.1,86.3
1998, 72.8,46.3,96
1999, 69.8,32.3,87.1
2000, 69.1,46.1,84.6
2001, 72.3,53,89.4
2002, 70.2,42,98
2003, 72.4,48.2,94.6
2004, 76.5,49.4,105.6
2005, 70.4,33.9,93.2
