year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 2000,1500,2400
1951, 2000,1600,2500
1952, 1900,1400,2700
1953, 2000,1600,2500
1954, 1900,1500,2500
1955, 1900,1400,2200
1956, 2000,1500,2300
1957, 1900,1300,2200
1958, 1900,1500,2300
1959, 1900,1500,2300
1960, 1900,1600,2400
1961, 2000,1600,2400
1962, 2000,1700,2400
1963, 1900,1400,2500
1964, 2000,1500,2300
1965, 1900,1400,2300
1966, 1900,1500,2500
1967, 2000,1400,2400
1968, 1900,1500,2300
1969, 1900,1400,2300
1970, 1900,1400,2400
1971, 2000,1600,2400
1972, 2000,1500,2400
1973, 1900,1600,2400
1974, 1900,1400,2500
1975, 1900,1600,2300
1976, 1900,1200,2500
1977, 1900,1400,2400
1978, 2000,1600,2300
1979, 2000,1600,2300
1980, 1900,1400,2300
1981, 1900,1300,2400
1982, 1900,1400,2400
1983, 1900,1200,2200
1984, 1900,1500,2400
1985, 1900,1400,2400
1986, 2000,1300,2400
1987, 2000,1700,2500
1988, 2000,1600,2500
1989, 2100,1600,2500
1990, 2000,1700,2700
1991, 2100,1600,2500
1992, 1900,1600,2500
1993, 2000,1500,2600
1994, 2000,1600,2500
1995, 2000,1600,2700
1996, 2100,1700,2400
1997, 2000,1400,2500
1998, 2100,1700,2700
1999, 2100,1700,2700
2000, 2200,1700,2600
2001, 2100,1800,2500
2002, 2000,1600,2500
2003, 2200,1800,2600
2004, 2200,1800,2700
2005, 2200,1800,2700
