year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 211.7,168.7,244.5
1951, 207.6,166.6,234.9
1952, 207.3,184.6,248.4
1953, 211.8,177.7,232.9
1954, 208.9,176.1,243.5
1955, 209.1,172.5,233.2
1956, 208.4,165.4,248.5
1957, 210.5,177.9,234.2
1958, 205,177.8,225.3
1959, 201.6,168.5,242.5
1960, 208.5,179.2,233.2
1961, 208.4,182.6,232.8
1962, 208.6,181.2,253.8
1963, 208.9,174,247.6
1964, 206.4,177.7,238.7
1965, 203.9,161.6,248.9
1966, 203.9,159,237.9
1967, 210.6,183.5,252.7
1968, 207.6,176.5,236.6
1969, 205.9,179.7,229
1970, 213.8,176.1,257.4
1971, 212,182.1,235.2
1972, 208.4,177.6,237.3
1973, 206.6,160.8,237.4
1974, 211.9,183.8,233.7
1975, 205.7,175.8,241.8
1976, 204.5,170.2,250
1977, 210,170.5,239.1
1978, 210.5,183.7,248.5
1979, 214.9,178.9,244.2
1980, 210.7,183.1,251.8
1981, 207.7,173.5,244.9
1982, 207.4,177.8,241
1983, 210.5,181.7,275.6
1984, 216.3,181.4,261
1985, 215.3,171.7,248
1986, 215.7,174.9,249.6
1987, 212.8,177.3,261.8
1988, 209.3,178.7,242.1
1989, 211.2,184,241.2
1990, 203.2,173.3,235.6
1991, 210.2,174.5,241.3
1992, 210.7,162.6,244.8
1993, 209.5,186.2,233.7
1994, 217,186.7,253.7
1995, 214.7,175.6,244.5
1996, 210.8,175.1,235
1997, 210,178.8,240.8
1998, 209.8,182,240.6
1999, 206.7,179.5,250.7
2000, 215,187.4,247.6
2001, 205,171,239.9
2002, 208,178,257.2
2003, 212.1,188.6,239.1
2004, 212.5,176,249
2005, 210.3,179.2,236.5
