year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 100.2,63.6,125
1951, 97.9,70,124.5
1952, 101.3,67.2,129.6
1953, 103.7,63.9,127
1954, 101,84.9,122.1
1955, 103.4,81.6,131
1956, 102.4,75.9,121.3
1957, 103.3,80.1,127.5
1958, 98.7,66.5,124.6
1959, 99.2,69.4,120.4
1960, 100.4,52.1,125.4
1961, 99.1,77.3,123.5
1962, 101.4,77.8,120.9
1963, 100.8,78.2,128.2
1964, 104.6,77.1,132.2
1965, 103.2,63.8,126.4
1966, 100.8,70.3,125.8
1967, 99.2,71.6,116.3
1968, 102.5,82.1,122.6
1969, 101.8,54.3,128.3
1970, 104.3,79.2,126.2
1971, 102.9,76,117.4
1972, 97.2,77.7,119.7
1973, 101.2,71.3,123.2
1974, 103.1,76.3,123.7
1975, 100.3,79.9,120
1976, 104.4,80.7,127.9
1977, 102.1,79.7,126.4
1978, 99.3,74.7,131
1979, 97,75.5,120.7
1980, 99.8,65.5,122.7
1981, 94.4,70.7,127.9
1982, 97.7,55.6,119.8
1983, 99.7,79.1,131.5
1984, 103.1,69.6,125.9
1985, 104,71.4,123.4
1986, 96.4,77.8,122.4
1987, 99.9,70.9,128.1
1988, 97.9,68.9,127.7
1989, 97,60.2,118.3
1990, 98.8,78.5,118.4
1991, 95.8,63.5,120
1992, 102.6,81.2,125.6
1993, 100.7,80.1,120.4
1994, 98.4,75.4,127.5
1995, 101.3,76.8,115.8
1996, 97.3,54.6,118.3
1997, 92.2,61.4,108.4
1998, 95.9,69.3,119.1
1999, 92.3,55.7,119.9
2000, 93.4,71.7,115
2001, 95.6,72.7,119.3
2002, 91.2,61.8,119.6
2003, 94.4,68.2,117.8
2004, 98.6,75.2,126.6
2005, 92.6,59.1,115
