year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 15.1,3,32.5
1951, 12.7,1.9,29.7
1952, 14.6,2.2,27.5
1953, 16.9,4.4,34.2
1954, 16.5,4.4,31.8
1955, 16.3,4.4,38
1956, 16.9,2.2,32.2
1957, 17.3,4.7,33.1
1958, 14.5,4.1,33.2
1959, 16.2,4.5,31.7
1960, 16.7,2.1,36.9
1961, 17.9,6.4,32.7
1962, 16.3,1.4,34.4
1963, 15.6,6,34
1964, 18.7,2.8,44.9
1965, 15.6,5.1,33.2
1966, 14.7,3.4,37.1
1967, 16.1,3.6,29.7
1968, 14.7,4.7,37.4
1969, 17.4,3.7,35.1
1970, 16.3,3,34.1
1971, 16,4.3,28.4
1972, 14.8,4.9,27.9
1973, 16.1,1.1,33.3
1974, 17.4,4.2,32.7
1975, 14.9,4.5,31.5
1976, 16.7,7.2,34.4
1977, 16,1.3,34.8
1978, 13.9,2.9,32.8
1979, 14.8,0.3,32.4
1980, 16.6,2.8,33.6
1981, 16.4,5.5,31.2
1982, 16.7,1.7,32.2
1983, 16.3,7.7,34.2
1984, 15.9,6.8,29.6
1985, 16.4,2.3,35.8
1986, 13.8,2.8,31.5
1987, 14.5,3,35.5
1988, 14.2,1.3,38.2
1989, 13.2,3.3,28.8
1990, 16.5,4.7,30.3
1991, 12.5,1.3,25.7
1992, 16.8,3.1,36.4
1993, 18.8,4.8,48.9
1994, 13.1,2.7,30.7
1995, 14.8,2.2,31.7
1996, 15.3,7,28.2
1997, 13.9,3.5,31
1998, 11.9,4.5,30.8
1999, 11.7,2,24.7
2000, 11.6,2.1,26.3
2001, 15.6,3.4,35.1
2002, 11.5,0.1,30.1
2003, 13.6,1,25.8
2004, 16.3,1.9,35
2005, 14,1.5,30.1
