year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 1300,1000,1900
1951, 1300,900,1800
1952, 1300,900,1800
1953, 1300,1000,1800
1954, 1300,800,1800
1955, 1300,900,1700
1956, 1400,1000,1900
1957, 1300,700,1700
1958, 1300,900,1700
1959, 1200,900,1600
1960, 1300,1000,1600
1961, 1300,900,1700
1962, 1300,1000,1800
1963, 1300,900,1800
1964, 1300,1000,1700
1965, 1200,900,1700
1966, 1300,800,1700
1967, 1300,800,1700
1968, 1300,900,1600
1969, 1200,800,1600
1970, 1300,900,1700
1971, 1300,900,1700
1972, 1300,800,1700
1973, 1300,1000,1700
1974, 1300,1000,1700
1975, 1200,900,1600
1976, 1300,900,1700
1977, 1300,900,1800
1978, 1300,1100,1600
1979, 1300,1000,1700
1980, 1300,900,1800
1981, 1400,900,1800
1982, 1300,1000,1700
1983, 1200,800,1600
1984, 1300,1000,1900
1985, 1300,1000,1900
1986, 1300,1000,1700
1987, 1400,900,1800
1988, 1300,1000,1900
1989, 1400,1000,1800
1990, 1400,1000,1800
1991, 1400,1000,1800
1992, 1300,900,1700
1993, 1300,1000,1800
1994, 1400,1000,1900
1995, 1400,1100,2000
1996, 1400,1000,1700
1997, 1400,900,1900
1998, 1500,1000,1900
1999, 1400,1100,2000
2000, 1500,1000,2000
2001, 1500,1100,1800
2002, 1400,1100,2000
2003, 1500,1100,1900
2004, 1600,1100,2000
2005, 1600,1200,2000
