year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 63.3,22.9,98.3
1951, 61.7,31.1,90.9
1952, 62.6,31.8,104.4
1953, 66.5,37,94.1
1954, 59.6,19.4,94.2
1955, 59,21,85.1
1956, 63.7,30.1,93.7
1957, 66,21.5,96.2
1958, 59.8,29,99.5
1959, 55.4,29.4,84.3
1960, 56.7,32.8,88.8
1961, 61.1,24.6,97.9
1962, 63.8,35.7,86.1
1963, 60.5,10.6,94.7
1964, 61.7,22.6,91.5
1965, 57.9,23.6,90.5
1966, 60.8,25.6,101.5
1967, 63.9,18.8,104.1
1968, 60,27.1,87.8
1969, 55.7,28,89.3
1970, 63.8,27.1,99.4
1971, 63.1,23.4,91.8
1972, 59.9,7.3,93
1973, 60.7,22.7,100.8
1974, 58.5,27.4,96.5
1975, 58.1,29.2,92.6
1976, 62.6,19.8,103.8
1977, 61.4,30.8,94.5
1978, 64.6,24.5,93.4
1979, 65.6,35.9,90.1
1980, 60.8,22.8,100.9
1981, 61.8,24.2,99
1982, 59.6,22.1,103.1
1983, 56.6,17,86.4
1984, 62,28.9,94.8
1985, 61.3,28.2,92.8
1986, 64.4,18.5,99
1987, 67.9,39.1,98.1
1988, 63.7,38.8,105.8
1989, 63.7,14.7,95.3
1990, 63.4,38.7,107.1
1991, 67.4,31,91
1992, 57.4,31.8,98.2
1993, 62.3,17.7,94.5
1994, 68.5,30.7,101.5
1995, 69.6,33.6,115.9
1996, 69.7,41.8,99.2
1997, 65.5,23.5,108.6
1998, 70.1,32.5,109
1999, 67.8,39.4,105.6
2000, 74.8,41.6,110.2
2001, 67.3,34.1,96.2
2002, 64,23.4,101
2003, 72.5,35.8,101.5
2004, 76.1,41.4,110.1
2005, 77.1,42.7,107.2
