year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 71.1,68.2,73.1
1951, 71.5,68.7,73.8
1952, 71.1,67.8,73.7
1953, 70.9,68.6,73.1
1954, 70.7,68.2,75
1955, 70.7,68.6,72.5
1956, 70.8,67.3,74.3
1957, 70.9,68.6,73.2
1958, 70.8,67.1,72.9
1959, 70.7,68.9,73
1960, 70.8,68.2,73.4
1961, 70.9,68.2,74.7
1962, 71.1,69.3,74.8
1963, 70.5,67.4,73.1
1964, 70.5,66.9,73.1
1965, 70.3,67.4,72.8
1966, 71,68.3,73.1
1967, 71.1,68.9,73.7
1968, 70.6,68.3,72.4
1969, 70.4,66.5,74.3
1970, 70.5,67.8,72.3
1971, 70.7,68.9,73.4
1972, 70.8,68.5,73
1973, 70.6,67.9,74.2
1974, 70.5,68.2,72.4
1975, 70.7,67.2,72.9
1976, 70.2,68.1,72.7
1977, 70.6,67.8,73.4
1978, 71.1,68.4,73.8
1979, 71.6,69.4,73.4
1980, 71,68.1,74.6
1981, 71.3,68.5,73.7
1982, 70.6,67.8,73.8
1983, 70.4,67.6,73.4
1984, 70.8,68.9,74.3
1985, 70.9,68.8,73.5
1986, 71.4,69.5,73.4
1987, 71.3,68,73.9
1988, 71.3,69.4,73.8
1989, 71.6,69.6,73.9
1990, 71.2,69.1,74.5
1991, 71.6,69.3,74.9
1992, 70.5,67.2,73.7
1993, 70.8,68,73.7
1994, 71.9,68,74.5
1995, 71.7,69.6,75
1996, 71.5,69.4,74.7
1997, 71.8,68.4,74.6
1998, 71.9,69.3,74.7
1999, 72,70,74.8
2000, 72.5,70.6,74.9
2001, 71.7,69.5,74.2
2002, 72.2,69.6,76.8
2003, 72.4,70.1,75.2
2004, 72,69.2,73.9
2005, 72.6,69.9,75.1
