year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 48,45.7,49.8
1951, 48.3,46.4,50.3
1952, 48,44.2,50.3
1953, 48,44.8,51.1
1954, 47.9,46.1,49.5
1955, 47.8,45.7,49.9
1956, 48.1,46.1,50.6
1957, 47.8,45,49.4
1958, 48.2,45.2,50.3
1959, 47.9,45.5,49.8
1960, 47.8,44.6,50.5
1961, 48,44.9,49.7
1962, 47.9,45.6,49.6
1963, 48,45.2,50.1
1964, 47.8,43.3,50.5
1965, 47.6,45.7,50.1
1966, 48.1,44.8,50.5
1967, 48.2,45.8,50.6
1968, 47.8,45.4,51.1
1969, 47.9,44.4,50.9
1970, 47.6,45.8,49.7
1971, 48,45.4,50.5
1972, 48.3,46.5,50.3
1973, 48.1,45.8,50.3
1974, 47.6,45.9,50.5
1975, 48.2,46.8,50
1976, 47.8,46.1,49.6
1977, 47.9,45.7,50.1
1978, 48.4,46.5,50.8
1979, 48.4,45.5,50
1980, 48.2,46.4,49.8
1981, 48.6,46.7,51.4
1982, 48.1,45.9,50.9
1983, 48,45.4,49.8
1984, 48.1,46.3,50.3
1985, 47.6,44.8,50.8
1986, 48.1,45.4,49.7
1987, 48.1,46.5,50.3
1988, 48.3,46.3,50.5
1989, 48.7,46.5,51.6
1990, 48.4,46.5,51.3
1991, 49,47.1,51.3
1992, 48,45.8,49.9
1993, 48,45.3,49.5
1994, 48.3,45.9,50.6
1995, 48.3,45.7,50.6
1996, 48.6,45.7,51
1997, 48.9,46.1,50.3
1998, 49.1,46.5,51.5
1999, 49.1,46.8,51.9
2000, 49.2,47.5,51.8
2001, 48.9,45.7,50.6
2002, 49.2,46.1,51.2
2003, 48.9,47.1,51
2004, 48.9,46.3,51.7
2005, 49.4,47.3,50.9
