year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 228.5,187.8,272
1951, 225.6,189.4,251.4
1952, 222.7,184.9,258.2
1953, 230.7,196.8,255.4
1954, 225.2,193.5,269.2
1955, 226.7,185.4,256
1956, 226.6,186.8,267.4
1957, 228.4,185.6,259.1
1958, 220.6,190.2,245.5
1959, 220.1,192.4,257.5
1960, 225.1,195.3,248.4
1961, 226.7,193.9,250.3
1962, 225.4,198.6,261.1
1963, 226.8,186.4,259.1
1964, 222.3,193.2,255.7
1965, 221.3,177.9,276.7
1966, 220.5,191.5,258.9
1967, 228.5,189.6,262.9
1968, 224.7,199.5,256.9
1969, 225.1,198.1,255.9
1970, 231.1,200.8,262.1
1971, 229.3,199.4,250.3
1972, 226.4,196,252.4
1973, 220.3,155.7,252.4
1974, 227.5,202.2,259.2
1975, 219.3,184.3,260
1976, 223.4,189.6,253.9
1977, 226.7,197.7,256.3
1978, 225.7,191.6,263.2
1979, 230.6,197.9,255.7
1980, 227.1,196.9,250.5
1981, 226,186.7,259.3
1982, 223.3,191.3,256.6
1983, 222.9,194.7,277
1984, 231.1,183.8,270.8
1985, 230.6,196.2,258.1
1986, 231.9,185.5,266.2
1987, 229.1,198.5,282.7
1988, 225.7,189.2,261.7
1989, 228.3,197.6,263.5
1990, 224,198,252.2
1991, 228.3,194,257.7
1992, 227.6,187.1,258.7
1993, 225.5,192.3,261.8
1994, 235.7,201.2,268.3
1995, 231.5,181.8,263.1
1996, 226,200.5,248.8
1997, 226.2,188.6,258
1998, 228,200.1,263.9
1999, 225.3,195.6,267
2000, 232.3,204.1,259.8
2001, 222.6,168.5,256.8
2002, 223.1,186.1,262.7
2003, 231,198.2,264.4
2004, 230,200.8,277.1
2005, 229.4,196.1,254.2
