year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 1900,1300,2500
1951, 1900,1500,2300
1952, 1800,1400,2500
1953, 1900,1500,2400
1954, 1800,1300,2500
1955, 1800,1400,2100
1956, 1900,1400,2300
1957, 1900,1200,2200
1958, 1800,1400,2300
1959, 1800,1400,2100
1960, 1800,1500,2200
1961, 1800,1400,2300
1962, 1900,1600,2400
1963, 1800,1400,2300
1964, 1800,1400,2200
1965, 1800,1400,2300
1966, 1800,1400,2300
1967, 1900,1200,2300
1968, 1800,1300,2300
1969, 1800,1300,2200
1970, 1800,1300,2300
1971, 1900,1500,2300
1972, 1900,1200,2400
1973, 1800,1400,2300
1974, 1800,1400,2400
1975, 1800,1400,2100
1976, 1800,1200,2300
1977, 1800,1400,2300
1978, 1900,1600,2200
1979, 1900,1600,2300
1980, 1800,1400,2200
1981, 1900,1200,2400
1982, 1800,1300,2400
1983, 1800,1200,2000
1984, 1900,1500,2400
1985, 1800,1400,2400
1986, 1900,1300,2300
1987, 1900,1500,2400
1988, 1900,1600,2500
1989, 2000,1500,2500
1990, 1900,1600,2600
1991, 2000,1500,2400
1992, 1800,1500,2400
1993, 1900,1400,2500
1994, 1900,1500,2400
1995, 2000,1500,2600
1996, 2000,1500,2300
1997, 1900,1300,2500
1998, 2000,1600,2600
1999, 2000,1700,2600
2000, 2100,1500,2600
2001, 2000,1500,2400
2002, 2000,1600,2500
2003, 2100,1600,2600
2004, 2100,1600,2600
2005, 2100,1600,2600
