year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 76.1,74.2,78.1
1951, 76.1,73.6,78.7
1952, 76,72.2,79
1953, 76.6,74.7,79.2
1954, 76.1,73.8,78.4
1955, 75.9,73.1,77.7
1956, 75.9,71.9,77.6
1957, 75.9,73,77.9
1958, 75.9,73.4,79.2
1959, 75.9,73.5,79
1960, 76,73.3,78.1
1961, 76.1,73,78.1
1962, 76.1,73.8,78
1963, 76,72.9,77.8
1964, 75.8,72.2,78.2
1965, 75.7,73.6,77.6
1966, 75.9,72.1,79.4
1967, 76,72,78.4
1968, 75.5,73.5,77.6
1969, 75.7,72.2,78
1970, 75.5,72.6,78.1
1971, 76.3,74.5,78.4
1972, 76.3,73.6,78.7
1973, 75.7,72.7,78.7
1974, 75.6,72.9,78.9
1975, 76,73.7,78.4
1976, 75.8,73.9,77.9
1977, 76.1,73,78.6
1978, 76.4,73.1,80.2
1979, 76.3,72.7,78.7
1980, 76.2,73.6,78.6
1981, 76.7,73.7,79
1982, 75.7,72.7,79.8
1983, 75.7,72.7,79.2
1984, 76.1,74,78.2
1985, 76.4,73.6,78.7
1986, 76.6,74,79.6
1987, 76.3,72.9,79.1
1988, 76.4,73.6,79.7
1989, 76.7,73.9,79.4
1990, 76.5,72.4,80
1991, 77.1,74.7,79.6
1992, 75.7,72.2,79.3
1993, 76.1,73.4,78.5
1994, 77.1,74.7,79.7
1995, 77.1,74.4,79.6
1996, 76.6,73.9,79.2
1997, 76.8,74.5,78.7
1998, 77.4,74.8,80.4
1999, 76.7,74.5,79.3
2000, 77.7,74.7,80.8
2001, 77,73.8,79.8
2002, 77.4,75,81.2
2003, 77.6,74,79.5
2004, 77,73.7,79.9
2005, 77.9,75.1,80.1
