year, weighted_mean, min, max, NOTE: This file contains annual projection values produced by global climate models. Decadal averages of these values (as shown in the Climate Explorer) are a more appropriate temporal scale for using projections.
1950, 1800,1200,2100
1951, 1800,1400,2200
1952, 1700,1200,2100
1953, 1800,1500,2100
1954, 1800,1300,2200
1955, 1700,1400,2200
1956, 1800,1300,2100
1957, 1700,1400,2000
1958, 1700,1300,2200
1959, 1700,1200,2200
1960, 1700,1400,2100
1961, 1700,1300,2100
1962, 1700,1400,2100
1963, 1700,1300,2200
1964, 1700,1200,2100
1965, 1700,1200,2100
1966, 1700,1400,2400
1967, 1700,1200,2000
1968, 1700,1300,1900
1969, 1700,1100,2000
1970, 1700,1200,2000
1971, 1800,1400,2200
1972, 1700,1200,2300
1973, 1700,1400,2100
1974, 1700,1400,2000
1975, 1700,1400,2100
1976, 1700,1400,2300
1977, 1800,1400,2300
1978, 1800,1400,2200
1979, 1800,1400,2200
1980, 1700,1300,2100
1981, 1700,1200,2000
1982, 1700,1200,2100
1983, 1700,1300,2000
1984, 1800,1300,2200
1985, 1800,1500,2100
1986, 1800,1400,2200
1987, 1800,1500,2200
1988, 1800,1300,2300
1989, 1800,1500,2100
1990, 1800,1300,2400
1991, 1900,1600,2300
1992, 1800,1200,2300
1993, 1800,1500,2400
1994, 1800,1500,2200
1995, 1900,1300,2200
1996, 1900,1500,2200
1997, 1800,1400,2200
1998, 2000,1400,2700
1999, 1900,1600,2400
2000, 2000,1500,2400
2001, 1900,1500,2600
2002, 1900,1500,2300
2003, 2000,1500,2200
2004, 2000,1600,2400
2005, 2000,1500,2500
